iter	Passed	Remaining
944	26615	1549
945	26638	1520
946	26671	1492
947	26692	1464
948	26740	1437
949	26774	1409
950	26804	1381
951	26841	1353
952	26870	1325
953	26891	1296
954	26922	1268
955	26947	1240
956	26966	1211
957	27003	1183
958	27028	1155
959	27063	1127
960	27088	1099
961	27119	1071
962	27147	1043
963	27175	1014
964	27202	986
965	27222	958
966	27251	929
967	27274	901
968	27297	873
969	27331	845
970	27376	817
971	27401	789
972	27428	761
973	27456	732
974	27489	704
975	27516	676
976	27550	648
977	27592	620
978	27613	592
979	27626	563
980	27653	535
981	27686	507
982	27704	479
983	27721	450
984	27753	422
985	27782	394
986	27810	366
987	27833	338
988	27856	309
989	27881	281
990	27910	253
991	27939	225
992	27975	197
993	27994	168
994	28024	140
995	28053	112
996	28095	84
997	28149	56
998	28177	28
999	28200	0
